name,folder,video_seq,traction,x_torse,y_torse,x_barre,y_barre,phase
im_2205,images1,6,0,0.0,0.0,0.0,0.0,training
im_902,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_181,images1,1,1,0.4263565891472868,0.6705426356589146,0.4263565891472868,0.31201550387596905,training
im_86,images13,26,1,0.0,0.0,0.0,0.0,training
im_531,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_139,images8,19,1,0.46626116534770323,0.4325166824118108,0.47099462033656136,0.15471364952105485,training
im_403,images13,26,1,0.0,0.0,0.0,0.0,training
im_1343,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1588,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_284,images10,23,1,0.0,0.0,0.0,0.0,training
images (19),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (34),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
images (18),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1759,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_319,images3,14,1,0.48227494901408224,0.3290319802364416,0.4808911589162062,0.24209366930239187,training
images (60),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_2578,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_336,images8,19,1,0.4877383276534914,0.2511595729837313,0.4760648687269672,0.15757925384175833,training
images (18),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_277,images10,23,1,0.0,0.0,0.0,0.0,training
images (112),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (26),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1148,images1,3,1,0.40860138249131805,0.6477740421901981,0.4250380258698,0.30535961777339904,training
im_449,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (84),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1,images8,19,1,0.46511627906976755,0.4631782945736435,0.47480620155038766,0.15310077519379847,training
im_48,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
images (17),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_3222,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_408,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2382,images1,6,0,0.0,0.0,0.0,0.0,training
im_1660,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_316,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
images (26),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_130,images5,16,1,0.48343387986396286,0.46807007890996444,0.4873801438590811,0.245929708670256,training
images (106),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_194,images1,1,1,0.4208987569579828,0.6857331410203444,0.43115877886655,0.3121206063094377,training
im_3228,images1,7,1,0.49350232864168503,0.2990031282694893,0.501103555698392,0.0694793616970338,training
im_3451,images1,7,1,0.49186423075601093,0.20363922949063187,0.49588464511113267,0.07384764523382148,training
im_1301,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_1855,images1,6,0,0.0,0.0,0.0,0.0,training
im_1548,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_2456,images1,6,0,0.0,0.0,0.0,0.0,training
im_945,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3345,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2883,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2591,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_168,images13,26,1,0.0,0.0,0.0,0.0,training
im_3725,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1664,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
téléchargement (7),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_48,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3272,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3388,images1,7,1,0.5002776635185353,0.42051539014411166,0.49444469365553756,0.07545657748612461,training
im_357,images13,26,1,0.0,0.0,0.0,0.0,training
im_788,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3748,images1,8,1,0.43655664877757905,0.5661451003776584,0.45901937984496116,0.15333701053468493,training
im_1278,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1335,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_321,images12,25,1,0.0,0.0,0.0,0.0,training
im_2181,images1,6,0,0.0,0.0,0.0,0.0,training
im_201,images9,22,1,0.0,0.0,0.0,0.0,training
im_3295,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2975,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (122),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (69),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (75),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_3009,images1,6,0,0.0,0.0,0.0,0.0,training
im_1685,images1,5,1,0.49328455301340973,0.3783417198690209,0.5010912472671356,0.07571078431480628,training
im_1348,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
images (58),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (110),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_2704,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (67),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_471,images5,16,1,0.4915069688909012,0.52322077340184,0.49001781977891046,0.24384787049444062,training
im_3744,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (26),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_3503,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_241,images3,14,1,0.4825581395348839,0.5077519379844961,0.4844961240310078,0.24224806201550392,training
im_430,images10,23,1,0.0,0.0,0.0,0.0,training
im_1415,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_268,images7,18,1,0.4564349732609828,0.36115261663518033,0.46889785142110463,0.15190662654872306,training
im_2181,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_195,images9,22,1,0.0,0.0,0.0,0.0,training
images (29),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1142,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3620,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3707,images1,8,1,0.43857594028136665,0.49626152422879377,0.44689520528280224,0.14781159281589945,training
images (36),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1889,images1,6,0,0.0,0.0,0.0,0.0,training
téléchargement (10),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_126,images5,16,1,0.4840730552105665,0.4649851814756656,0.4865282925954321,0.24478120267754183,training
im_2972,images1,6,0,0.0,0.0,0.0,0.0,training
im_630,images1,2,1,0.4096670233584152,0.6875134471354917,0.4327063773802794,0.30474060653101503,training
im_622,images1,2,1,0.401155716067084,0.6581453387903757,0.43061661660518213,0.2998748194864217,training
im_119,images1,1,1,0.42035846792964826,0.6389091334847196,0.4272164514111291,0.30475819694293277,training
im_474,images13,26,1,0.0,0.0,0.0,0.0,training
im_125,images9,22,1,0.0,0.0,0.0,0.0,training
im_1013,images1,3,1,0.4143403192710556,0.634887321368465,0.43103984337609547,0.3123083484621332,training
im_2641,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2140,images1,6,0,0.0,0.0,0.0,0.0,training
im_2266,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_104,images5,16,1,0.4822789826279544,0.42557349555622925,0.4895327420440749,0.2348518050292216,training
im_1470,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_168,images3,14,1,0.48096587742617153,0.573573757280007,0.4946072514865417,0.24432739993581207,training
im_163,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3243,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_302,images1,2,1,0.39336596789565526,0.5774464144147526,0.4252566123656445,0.2988080364175489,training
im_763,images1,2,1,0.3844878398494977,0.6588644564275752,0.4259402620211204,0.3083690206843641,training
im_1637,images1,5,1,0.4937759168128657,0.3652118187299946,0.5060736850813051,0.0713512503833463,training
images (11),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_592,images1,2,1,0.3921955378629201,0.6358449116451337,0.4220772308381948,0.29665250940566895,training
images (10),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_1737,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_221,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_297,images10,23,1,0.0,0.0,0.0,0.0,training
im_294,images8,19,1,0.46744456131823614,0.4579987883414597,0.46467353003602396,0.14800269453897835,training
images (27),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
images (67),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
images (54),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_1564,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_338,images6,17,1,0.46348093684152764,0.46887718161063496,0.47715637137575473,0.24588353553739206,training
im_2996,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_315,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_265,images7,18,1,0.45772823914042376,0.35468720424014855,0.4687809678736389,0.1526923355514055,training
im_697,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_109,images11,24,1,0.0,0.0,0.0,0.0,training
images (40),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_344,images10,23,1,0.0,0.0,0.0,0.0,training
im_1919,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_18,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_708,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1405,images1,3,1,0.429893709048792,0.7177239845831945,0.4272253975784984,0.3088769074694259,training
im_177,images13,26,1,0.0,0.0,0.0,0.0,training
im_3635,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_225,images3,14,1,0.47120985828745704,0.5427635811768293,0.48826011735732017,0.24036106725164016,training
im_96,images4,15,1,0.4660129562599009,0.4717270625550115,0.48417691738308977,0.2357412011770349,training
im_1645,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1667,images1,5,1,0.4923023779957708,0.4079458225395248,0.4974153263920609,0.0774659860600632,training
im_3669,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_4104,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (25),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1630,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
images (9),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
téléchargement (20),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
téléchargement (10),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_407,images10,23,1,0.0,0.0,0.0,0.0,training
images (48),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_146,images8,19,1,0.4773137563590111,0.36777196845189275,0.4709113985339213,0.14793579204458224,training
im_3279,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_397,images13,26,1,0.0,0.0,0.0,0.0,training
im_3066,images1,7,1,0.497800366875582,0.37476959790771025,0.5090345178753193,0.08016275548157158,training
images (13),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_869,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_292,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_306,images8,19,1,0.4756269623582151,0.4575389407783381,0.470127574125107,0.15109505705502307,training
im_567,images1,2,1,0.39071088335723464,0.6375828502001044,0.42408216326350906,0.3016115835260703,training
téléchargement (14),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
téléchargement (23),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_4071,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (4),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
images (121),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1480,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1699,images1,5,1,0.49833070091842047,0.3100249120804874,0.4972853742199166,0.07347289937220973,training
téléchargement (4),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_1277,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2417,images1,6,0,0.0,0.0,0.0,0.0,training
im_177,images1,1,1,0.42963440770660244,0.6645447134839108,0.42799229303873354,0.3125767382074222,training
images (102),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_2825,images1,6,0,0.0,0.0,0.0,0.0,training
im_198,images11,24,1,0.0,0.0,0.0,0.0,training
im_3128,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_321,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (48),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_2491,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (18),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_144,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_2131,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (87),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_2556,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_236,images13,26,1,0.0,0.0,0.0,0.0,training
im_3016,images1,6,0,0.0,0.0,0.0,0.0,training
im_491,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1111,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1196,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
images (69),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_431,images4,15,1,0.46448049664833324,0.2804868793118125,0.46918280131390644,0.24437832197046766,training
im_343,images6,17,1,0.4648390951165653,0.49102217386360064,0.47443422866998364,0.24494012857370964,training
images (80),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
téléchargement (9),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
images (81),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (45),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1897,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_362,images8,19,1,0.48592821024853167,0.1759042126257632,0.4726045863884896,0.1587857783350899,training
im_701,images1,2,1,0.3967635285912529,0.37119789838743966,0.4262394179657125,0.3058572810469742,training
im_440,images13,26,1,0.0,0.0,0.0,0.0,training
im_254,images4,15,1,0.4729866025892679,0.2810664288200162,0.4724324226042077,0.2448071831728682,training
im_301,images12,25,1,0.0,0.0,0.0,0.0,training
im_42,images4,15,1,0.4761905229150513,0.26242903318615807,0.47110176139812293,0.23462542754533663,training
im_1676,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1198,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_1444,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (67),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1600,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_427,images13,26,1,0.0,0.0,0.0,0.0,training
im_492,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2337,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (34),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1077,images1,3,1,0.4110213973272587,0.6998402151699439,0.42385768047051636,0.30346788336169966,training
im_1734,images1,5,1,0.5021947895865639,0.07655048913073796,0.4962659890938,0.07001125878690456,training
im_3180,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3957,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3153,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_871,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_130,images12,25,1,0.0,0.0,0.0,0.0,training
im_2604,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_468,images1,2,1,0.40812008169069075,0.6186358313375484,0.4274304001607424,0.3097729490475942,training
im_1738,images1,5,1,0.5021078550373572,0.11246075749935656,0.49643358587175984,0.07229319534971047,training
téléchargement (11),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_5,images1,1,1,0.4155761743169204,0.6580762703566965,0.4282463272148815,0.3121660865964832,training
im_3652,images1,8,1,0.4447233154442458,0.5445533691115088,0.447372093023256,0.14128145497912944,training
im_2395,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2828,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_482,images5,16,1,0.4604704438534758,0.5368334971824453,0.4880885482976864,0.23376775015175452,training
im_807,images1,2,1,0.362720656409835,0.6523762880854229,0.4337583569806448,0.3083223222490256,training
im_243,images13,26,1,0.0,0.0,0.0,0.0,training
téléchargement (9),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_3341,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1188,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_1023,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_2168,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1717,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_912,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (9),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_325,images13,26,1,0.0,0.0,0.0,0.0,training
im_3701,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_76,images3,14,1,0.4844961240310077,0.374031007751938,0.4883720930232558,0.2403100775193798,training
im_375,images13,26,1,0.0,0.0,0.0,0.0,training
images (85),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images,pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_725,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_473,images4,15,1,0.46641764648668543,0.3587345529775247,0.46968891400258184,0.23832797408925804,training
im_2145,images1,6,0,0.0,0.0,0.0,0.0,training
im_272,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_630,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_692,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_507,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_652,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_976,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_71,images12,25,1,0.0,0.0,0.0,0.0,training
im_580,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_2540,images1,6,0,0.0,0.0,0.0,0.0,training
im_2536,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3360,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_309,images7,18,1,0.4640889232310949,0.452397336081366,0.4615261484243106,0.15153068695278438,training
im_189,images4,15,1,0.4728531224901252,0.39220405822910176,0.48377869290491343,0.23705328889928368,training
im_3330,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_322,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_547,images13,26,1,0.0,0.0,0.0,0.0,training
im_294,images11,24,1,0.0,0.0,0.0,0.0,training
im_88,images10,23,1,0.0,0.0,0.0,0.0,training
im_1390,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_3849,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (113),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (16),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_554,images11,24,1,0.0,0.0,0.0,0.0,training
im_674,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_988,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_1216,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
téléchargement (8),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_3177,images1,7,1,0.49999999999999994,0.3934108527131783,0.5019379844961241,0.07751937984496125,training
im_3097,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2153,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (91),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1636,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_1522,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_408,images11,24,1,0.0,0.0,0.0,0.0,training
im_445,images12,25,1,0.0,0.0,0.0,0.0,training
im_378,images10,23,1,0.0,0.0,0.0,0.0,training
im_124,images13,26,1,0.0,0.0,0.0,0.0,training
im_422,images1,2,1,0.3882089655165878,0.403311205027035,0.4304696924458826,0.30981551090770626,training
im_481,images5,16,1,0.46317829457364346,0.5348837209302326,0.4883720930232558,0.23449612403100775,training
images (46),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (65),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_210,images3,14,1,0.4808508656008495,0.5628218147011855,0.48440559502911174,0.2424178498970863,training
images (36),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_3556,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_634,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_495,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_3429,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3307,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (58),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_3891,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_235,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_121,images13,26,1,0.0,0.0,0.0,0.0,training
im_46,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_541,images13,26,1,0.0,0.0,0.0,0.0,training
im_1690,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_3181,images1,7,1,0.5003642063909717,0.3912535285667928,0.502033318066558,0.07814388816994805,training
im_1715,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
images (63),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_402,images5,16,1,0.4889407056325749,0.4044455113304101,0.49136039857903463,0.240605283526727,training
im_259,images3,14,1,0.4957828153466449,0.31867567182962153,0.47807065611180216,0.24527890192275667,training
im_2510,images1,6,0,0.0,0.0,0.0,0.0,training
im_1164,images1,3,1,0.42618556543175,0.6250634758517636,0.42442369495066956,0.30003145809905274,training
im_587,images1,2,1,0.38994282310004125,0.6327282859897866,0.4184395040594343,0.2937568371154439,training
im_607,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_76,images6,17,1,0.4728682170542635,0.32364341085271314,0.4883720930232557,0.2383720930232558,training
im_2197,images1,6,0,0.0,0.0,0.0,0.0,training
images (68),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_610,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2490,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_189,images9,22,1,0.0,0.0,0.0,0.0,training
images (73),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_273,images12,25,1,0.0,0.0,0.0,0.0,training
im_3611,images1,7,1,0.486781097362567,0.30130333417067595,0.5001440580238877,0.07188432140396767,training
images (48),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_3452,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_975,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (115),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_1472,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_135,images9,22,1,0.0,0.0,0.0,0.0,training
im_393,images13,26,1,0.0,0.0,0.0,0.0,training
im_3661,images1,8,1,0.4449576624925462,0.4889787318624527,0.45344186046511625,0.14162949711786924,training
im_382,images5,16,1,0.48622494576874326,0.35745400093549184,0.48726305056003794,0.24057932083591058,training
im_210,images10,23,1,0.0,0.0,0.0,0.0,training
im_233,images7,18,1,0.456577100609424,0.2890462035654584,0.46922573093568015,0.15014914776104027,training
im_15,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_162,images1,1,1,0.4330767586735817,0.6520839551302237,0.42974110783576963,0.3056166538101252,training
im_2896,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_902,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (66),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_63,images5,16,1,0.4848339548874818,0.3264186469164924,0.4939500816505159,0.2404505419976001,training
im_2262,images1,6,0,0.0,0.0,0.0,0.0,training
im_2443,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_789,images1,2,1,0.3874299725534703,0.6490902450701113,0.43186359368596416,0.30843595975596316,training
images (46),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
images (37),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_1368,images1,3,1,0.38025840537531075,0.5200729976423927,0.41005156755393213,0.298916215019774,training
im_248,images7,18,1,0.4613073319722481,0.3091137684043032,0.4703798252381628,0.1563217575908812,training
im_2346,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_230,images5,16,1,0.4819412010296764,0.32591167179641106,0.49121065898612026,0.2402134466860439,training
im_521,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (2),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_15,images9,22,1,0.0,0.0,0.0,0.0,training
images (18),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_143,images5,16,1,0.48252221142987234,0.47334239262453676,0.4872916090605481,0.24435082918249335,training
im_54,images1,1,1,0.4584586042348459,0.2789804510527251,0.4336611355388755,0.29039475087111294,training
im_148,images3,14,1,0.4781146007839604,0.5098627456273023,0.49145838776870754,0.24228345827182454,training
im_2129,images1,6,0,0.0,0.0,0.0,0.0,training
im_192,images8,19,1,0.4904563838677613,0.25258281642765107,0.4704928705162928,0.154309987776005,training
im_773,images1,2,1,0.39618806892306757,0.6403095011541712,0.4248182031194032,0.30605201877593313,training
im_1413,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
images (18),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
images (66),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_2648,images1,6,0,0.0,0.0,0.0,0.0,training
im_3063,images1,7,1,0.4936323129740872,0.3758164175423666,0.506881087981539,0.07941081246620364,training
images (84),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
im_328,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_2261,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_1081,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_808,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_49,images1,1,1,0.46506114766967505,0.280625112993219,0.4337462537206776,0.28778202690844756,training
im_87,images1,1,1,0.4649820425882588,0.48931242981433953,0.43850730909674485,0.3144011139826807,training
im_2043,only_not_hanging2,21,0,0.0,0.0,0.0,0.0,training
im_327,images4,15,1,0.4695952145076912,0.523377542436509,0.485562097999499,0.2393975397545473,training
images (64),no_pull_up_google,28,0,0.0,0.0,0.0,0.0,training
im_734,only_not_hanging1,20,0,0.0,0.0,0.0,0.0,training
im_1360,images1,3,1,0.4134103123457066,0.5766490338865382,0.4230341999577444,0.2949664187306473,training
im_2959,images1,6,0,0.0,0.0,0.0,0.0,training
im_1881,images1,6,0,0.0,0.0,0.0,0.0,training
images (113),pull_up_google,27,1,0.0,0.0,0.0,0.0,training
